Starting Location,Starting Altitude(ft),Starting Velocity(fps),Starting Elapsed Time(s),Starting Thrust Points,Move Type,Move Direction,Ending Location,Ending Altitude(ft),Ending Velocity(fps),Ending Elapsed Time(s),Ending Thrust Points
W13,200.0,195.0,258.32786836819025,247.0,CRUISE,W,V13,200.0,195.0,259.3535093938313,246.0
V13,200.0,195.0,259.3535093938313,246.0,CRUISE,W,U13,200.0,195.0,260.37915041947235,245.0
U13,200.0,195.0,260.37915041947235,245.0,CRUISE,W,T13,200.0,195.0,261.4047914451134,244.0
T13,200.0,195.0,261.4047914451134,244.0,CRUISE,W,S13,200.0,195.0,262.43043247075445,243.0
S13,200.0,195.0,262.43043247075445,243.0,CRUISE,W,R13,200.0,195.0,263.4560734963955,242.0
R13,200.0,195.0,263.4560734963955,242.0,CRUISE,W,Q13,200.0,195.0,264.48171452203655,241.0
Q13,200.0,195.0,264.48171452203655,241.0,CRUISE,W,P13,200.0,195.0,265.5073555476776,240.0
P13,200.0,195.0,265.5073555476776,240.0,CRUISE,W,O13,200.0,195.0,266.53299657331866,239.0
O13,200.0,195.0,266.53299657331866,239.0,CRUISE,W,N13,200.0,195.0,267.5586375989597,238.0
N13,200.0,195.0,267.5586375989597,238.0,CRUISE,W,M13,200.0,195.0,268.58427862460076,237.0
M13,200.0,195.0,268.58427862460076,237.0,CRUISE,W,L13,200.0,195.0,269.6099196502418,236.0
L13,200.0,195.0,269.6099196502418,236.0,CRUISE,W,K13,200.0,195.0,270.63556067588286,235.0
K13,200.0,195.0,270.63556067588286,235.0,CRUISE,W,J13,200.0,195.0,271.6612017015239,234.0
J13,200.0,195.0,271.6612017015239,234.0,CRUISE,W,I13,200.0,195.0,272.68684272716496,233.0
I13,200.0,195.0,272.68684272716496,233.0,CRUISE,W,H13,200.0,195.0,273.712483752806,232.0
H13,200.0,195.0,273.712483752806,232.0,CRUISE,S,H14,200.0,195.0,274.73812477844706,231.0
H14,200.0,195.0,274.73812477844706,231.0,CRUISE,S,H15,200.0,195.0,275.7637658040881,230.0
H15,200.0,195.0,275.7637658040881,230.0,CRUISE,E,I15,200.0,195.0,276.78940682972916,229.0
I15,200.0,195.0,276.78940682972916,229.0,CRUISE,N,I14,200.0,195.0,277.8150478553702,228.0
I14,200.0,195.0,277.8150478553702,228.0,CRUISE,E,J14,200.0,195.0,278.84068888101126,227.0
J14,200.0,195.0,278.84068888101126,227.0,CRUISE,S,J15,200.0,195.0,279.8663299066523,226.0
J15,200.0,195.0,279.8663299066523,226.0,CRUISE,E,K15,200.0,195.0,280.89197093229336,225.0
K15,200.0,195.0,280.89197093229336,225.0,CRUISE,N,K14,200.0,195.0,281.9176119579344,224.0
K14,200.0,195.0,281.9176119579344,224.0,CRUISE,E,L14,200.0,195.0,282.94325298357546,223.0
L14,200.0,195.0,282.94325298357546,223.0,CRUISE,S,L15,200.0,195.0,283.9688940092165,222.0
L15,200.0,195.0,283.9688940092165,222.0,CRUISE,E,M15,200.0,195.0,284.99453503485756,221.0
M15,200.0,195.0,284.99453503485756,221.0,CRUISE,N,M14,200.0,195.0,286.0201760604986,220.0
M14,200.0,195.0,286.0201760604986,220.0,CRUISE,E,N14,200.0,195.0,287.04581708613966,219.0
N14,200.0,195.0,287.04581708613966,219.0,CRUISE,S,N15,200.0,195.0,288.0714581117807,218.0
N15,200.0,195.0,288.0714581117807,218.0,CRUISE,E,O15,200.0,195.0,289.09709913742176,217.0
O15,200.0,195.0,289.09709913742176,217.0,CRUISE,N,O14,200.0,195.0,290.1227401630628,216.0
O14,200.0,195.0,290.1227401630628,216.0,CRUISE,E,P14,200.0,195.0,291.14838118870387,215.0
P14,200.0,195.0,291.14838118870387,215.0,CRUISE,S,P15,200.0,195.0,292.1740222143449,214.0
P15,200.0,195.0,292.1740222143449,214.0,CRUISE,E,Q15,200.0,195.0,293.19966323998597,213.0
Q15,200.0,195.0,293.19966323998597,213.0,CRUISE,N,Q14,200.0,195.0,294.225304265627,212.0
Q14,200.0,195.0,294.225304265627,212.0,CRUISE,E,R14,200.0,195.0,295.25094529126807,211.0
R14,200.0,195.0,295.25094529126807,211.0,CRUISE,S,R15,200.0,195.0,296.2765863169091,210.0
R15,200.0,195.0,296.2765863169091,210.0,CRUISE,E,S15,200.0,195.0,297.30222734255017,209.0
S15,200.0,195.0,297.30222734255017,209.0,CRUISE,N,S14,200.0,195.0,298.3278683681912,208.0
S14,200.0,195.0,298.3278683681912,208.0,CRUISE,E,T14,200.0,195.0,299.35350939383227,207.0
T14,200.0,195.0,299.35350939383227,207.0,CRUISE,S,T15,200.0,195.0,300.3791504194733,206.0
T15,200.0,195.0,300.3791504194733,206.0,CRUISE,E,U15,200.0,195.0,301.40479144511437,205.0
U15,200.0,195.0,301.40479144511437,205.0,CRUISE,N,U14,200.0,195.0,302.4304324707554,204.0
U14,200.0,195.0,302.4304324707554,204.0,CRUISE,E,V14,200.0,195.0,303.45607349639647,203.0
V14,200.0,195.0,303.45607349639647,203.0,CRUISE,S,V15,200.0,195.0,304.4817145220375,202.0
V15,200.0,195.0,304.4817145220375,202.0,CRUISE,E,W15,200.0,195.0,305.50735554767857,201.0
W15,200.0,195.0,305.50735554767857,201.0,CRUISE,N,W14,200.0,195.0,306.5329965733196,200.0
W14,200.0,195.0,306.5329965733196,200.0,CRUISE,E,X14,200.0,195.0,307.5586375989607,199.0
X14,200.0,195.0,307.5586375989607,199.0,CRUISE,S,X15,200.0,195.0,308.5842786246017,198.0
X15,200.0,195.0,308.5842786246017,198.0,CRUISE,E,Y15,200.0,195.0,309.6099196502428,197.0
Y15,200.0,195.0,309.6099196502428,197.0,CRUISE,N,Y14,200.0,195.0,310.6355606758838,196.0
Y14,200.0,195.0,310.6355606758838,196.0,CRUISE,E,Z14,200.0,195.0,311.6612017015249,195.0
Z14,200.0,195.0,311.6612017015249,195.0,CRUISE,S,Z15,200.0,195.0,312.6868427271659,194.0
Z15,200.0,195.0,312.6868427271659,194.0,CRUISE,E,AA15,200.0,195.0,313.712483752807,193.0
AA15,200.0,195.0,313.712483752807,193.0,CRUISE,E,AB15,200.0,195.0,314.738124778448,192.0
AB15,200.0,195.0,314.738124778448,192.0,CRUISE,N,AB14,200.0,195.0,315.7637658040891,191.0
AB14,200.0,195.0,315.7637658040891,191.0,CRUISE,W,AA14,200.0,195.0,316.7894068297301,190.0
AA14,200.0,195.0,316.7894068297301,190.0,CRUISE,N,AA13,200.0,195.0,317.8150478553712,189.0
AA13,200.0,195.0,317.8150478553712,189.0,CRUISE,E,AB13,200.0,195.0,318.8406888810122,188.0
AB13,200.0,195.0,318.8406888810122,188.0,CRUISE,N,AB12,200.0,195.0,319.8663299066533,187.0
AB12,200.0,195.0,319.8663299066533,187.0,CRUISE,W,AA12,200.0,195.0,320.8919709322943,186.0
AA12,200.0,195.0,320.8919709322943,186.0,CRUISE,N,AA11,200.0,195.0,321.9176119579354,185.0
AA11,200.0,195.0,321.9176119579354,185.0,CRUISE,E,AB11,200.0,195.0,322.94325298357643,184.0
AB11,200.0,195.0,322.94325298357643,184.0,CRUISE,NW,AA10,200.0,195.0,324.3945350348585,183.0
