Starting Location,Starting Altitude(ft),Starting Velocity(fps),Starting Elapsed Time(s),Starting Thrust Points,Move Type,Move Direction,Ending Location,Ending Altitude(ft),Ending Velocity(fps),Ending Elapsed Time(s),Ending Thrust Points
N13,210.0,75.0,641.0595115239075,284.5,GLIDE-CRUISE,W,M13,200.0,70.0,643.9166543810504,284.0
M13,200.0,70.0,643.9166543810504,284.0,CLIMB,W,L13,220.0,90.0,646.1388766032726,282.0
L13,220.0,90.0,646.1388766032726,282.0,STEEP-CLIMB,W,K13,260.0,90.0,648.3610988254948,280.0
K13,260.0,90.0,648.3610988254948,280.0,GLIDE,W,J13,240.0,85.0,650.7140400019654,280.0
J13,240.0,85.0,650.7140400019654,280.0,GLIDE,W,I13,220.0,80.0,653.2140400019654,280.0
I13,220.0,80.0,653.2140400019654,280.0,GLIDE-CRUISE,W,H13,210.0,75.0,655.880706668632,279.5
H13,210.0,75.0,655.880706668632,279.5,GLIDE-CRUISE,S,H14,200.0,70.0,658.7378495257749,279.0
H14,200.0,70.0,658.7378495257749,279.0,CLIMB,S,H15,220.0,90.0,660.9600717479971,277.0
H15,220.0,90.0,660.9600717479971,277.0,STEEP-CLIMB,E,I15,260.0,90.0,663.1822939702192,275.0
I15,260.0,90.0,663.1822939702192,275.0,GLIDE,N,I14,240.0,85.0,665.5352351466898,275.0
I14,240.0,85.0,665.5352351466898,275.0,GLIDE,E,J14,220.0,80.0,668.0352351466898,275.0
J14,220.0,80.0,668.0352351466898,275.0,GLIDE-CRUISE,S,J15,210.0,75.0,670.7019018133565,274.5
J15,210.0,75.0,670.7019018133565,274.5,GLIDE-CRUISE,E,K15,200.0,70.0,673.5590446704994,274.0
K15,200.0,70.0,673.5590446704994,274.0,CLIMB,N,K14,220.0,90.0,675.7812668927215,272.0
K14,220.0,90.0,675.7812668927215,272.0,STEEP-CLIMB,E,L14,260.0,90.0,678.0034891149437,270.0
L14,260.0,90.0,678.0034891149437,270.0,GLIDE,S,L15,240.0,85.0,680.3564302914143,270.0
L15,240.0,85.0,680.3564302914143,270.0,GLIDE,E,M15,220.0,80.0,682.8564302914143,270.0
M15,220.0,80.0,682.8564302914143,270.0,GLIDE-CRUISE,N,M14,210.0,75.0,685.5230969580809,269.5
M14,210.0,75.0,685.5230969580809,269.5,GLIDE-CRUISE,E,N14,200.0,70.0,688.3802398152238,269.0
N14,200.0,70.0,688.3802398152238,269.0,CLIMB,S,N15,220.0,90.0,690.602462037446,267.0
N15,220.0,90.0,690.602462037446,267.0,STEEP-CLIMB,E,O15,260.0,90.0,692.8246842596682,265.0
O15,260.0,90.0,692.8246842596682,265.0,GLIDE,N,O14,240.0,85.0,695.1776254361388,265.0
O14,240.0,85.0,695.1776254361388,265.0,GLIDE,E,P14,220.0,80.0,697.6776254361388,265.0
P14,220.0,80.0,697.6776254361388,265.0,GLIDE-CRUISE,S,P15,210.0,75.0,700.3442921028054,264.5
P15,210.0,75.0,700.3442921028054,264.5,GLIDE-CRUISE,E,Q15,200.0,70.0,703.2014349599483,264.0
Q15,200.0,70.0,703.2014349599483,264.0,CLIMB,N,Q14,220.0,90.0,705.4236571821705,262.0
Q14,220.0,90.0,705.4236571821705,262.0,STEEP-CLIMB,E,R14,260.0,90.0,707.6458794043926,260.0
R14,260.0,90.0,707.6458794043926,260.0,GLIDE,S,R15,240.0,85.0,709.9988205808633,260.0
R15,240.0,85.0,709.9988205808633,260.0,GLIDE,E,S15,220.0,80.0,712.4988205808633,260.0
S15,220.0,80.0,712.4988205808633,260.0,GLIDE-CRUISE,N,S14,210.0,75.0,715.1654872475299,259.5
S14,210.0,75.0,715.1654872475299,259.5,GLIDE-CRUISE,E,T14,200.0,70.0,718.0226301046728,259.0
T14,200.0,70.0,718.0226301046728,259.0,CLIMB,S,T15,220.0,90.0,720.2448523268949,257.0
T15,220.0,90.0,720.2448523268949,257.0,STEEP-CLIMB,E,U15,260.0,90.0,722.4670745491171,255.0
U15,260.0,90.0,722.4670745491171,255.0,GLIDE,N,U14,240.0,85.0,724.8200157255877,255.0
U14,240.0,85.0,724.8200157255877,255.0,GLIDE,E,V14,220.0,80.0,727.3200157255877,255.0
V14,220.0,80.0,727.3200157255877,255.0,GLIDE-CRUISE,S,V15,210.0,75.0,729.9866823922544,254.5
V15,210.0,75.0,729.9866823922544,254.5,GLIDE-CRUISE,E,W15,200.0,70.0,732.8438252493972,254.0
W15,200.0,70.0,732.8438252493972,254.0,CLIMB,N,W14,220.0,90.0,735.0660474716194,252.0
W14,220.0,90.0,735.0660474716194,252.0,STEEP-CLIMB,E,X14,260.0,90.0,737.2882696938416,250.0
X14,260.0,90.0,737.2882696938416,250.0,GLIDE,S,X15,240.0,85.0,739.6412108703122,250.0
X15,240.0,85.0,739.6412108703122,250.0,GLIDE,E,Y15,220.0,80.0,742.1412108703122,250.0
Y15,220.0,80.0,742.1412108703122,250.0,GLIDE-CRUISE,N,Y14,210.0,75.0,744.8078775369788,249.5
Y14,210.0,75.0,744.8078775369788,249.5,GLIDE-CRUISE,E,Z14,200.0,70.0,747.6650203941217,249.0
Z14,200.0,70.0,747.6650203941217,249.0,CLIMB,S,Z15,220.0,90.0,749.8872426163439,247.0
Z15,220.0,90.0,749.8872426163439,247.0,STEEP-CLIMB,E,AA15,260.0,90.0,752.109464838566,245.0
AA15,260.0,90.0,752.109464838566,245.0,GLIDE,E,AB15,240.0,85.0,754.4624060150367,245.0
AB15,240.0,85.0,754.4624060150367,245.0,GLIDE,N,AB14,220.0,80.0,756.9624060150367,245.0
AB14,220.0,80.0,756.9624060150367,245.0,GLIDE-CRUISE,W,AA14,210.0,75.0,759.6290726817033,244.5
AA14,210.0,75.0,759.6290726817033,244.5,GLIDE-CRUISE,N,AA13,200.0,70.0,762.4862155388462,244.0
AA13,200.0,70.0,762.4862155388462,244.0,CLIMB,E,AB13,220.0,90.0,764.7084377610684,242.0
AB13,220.0,90.0,764.7084377610684,242.0,STEEP-CLIMB,N,AB12,260.0,90.0,766.9306599832905,240.0
AB12,260.0,90.0,766.9306599832905,240.0,GLIDE,W,AA12,240.0,85.0,769.2836011597611,240.0
AA12,240.0,85.0,769.2836011597611,240.0,GLIDE,N,AA11,220.0,80.0,771.7836011597611,240.0
AA11,220.0,80.0,771.7836011597611,240.0,GLIDE-CRUISE,E,AB11,210.0,75.0,774.4502678264278,239.5
AB11,210.0,75.0,774.4502678264278,239.5,GLIDE-CRUISE,NW,AA10,200.0,70.0,778.4931249692848,239.0
