Starting Location,Starting Altitude(ft),Starting Velocity(fps),Starting Elapsed Time(s),Starting Thrust Points,Move Type,Move Direction,Ending Location,Ending Altitude(ft),Ending Velocity(fps),Ending Elapsed Time(s),Ending Thrust Points
W14,260.0,200.0,311.79245758193144,247.0,GLIDE,E,X14,240.0,195.0,312.8180986075725,247.0
X14,240.0,195.0,312.8180986075725,247.0,GLIDE,S,X15,220.0,190.0,313.87073018651984,247.0
X15,220.0,190.0,313.87073018651984,247.0,GLIDE-CRUISE,E,Y15,210.0,185.0,314.95181126760093,246.5
Y15,210.0,185.0,314.95181126760093,246.5,GLIDE-CRUISE,N,Y14,200.0,180.0,316.062922378712,246.0
Y14,200.0,180.0,316.062922378712,246.0,CLIMB,E,Z14,220.0,200.0,317.062922378712,244.0
Z14,220.0,200.0,317.062922378712,244.0,STEEP-CLIMB,S,Z15,260.0,200.0,318.062922378712,242.0
Z15,260.0,200.0,318.062922378712,242.0,GLIDE,E,AA15,240.0,195.0,319.08856340435307,242.0
AA15,240.0,195.0,319.08856340435307,242.0,GLIDE,E,AB15,220.0,190.0,320.1411949833004,242.0
AB15,220.0,190.0,320.1411949833004,242.0,GLIDE-CRUISE,N,AB14,210.0,185.0,321.2222760643815,241.5
AB14,210.0,185.0,321.2222760643815,241.5,GLIDE-CRUISE,W,AA14,200.0,180.0,322.3333871754926,241.0
AA14,200.0,180.0,322.3333871754926,241.0,CLIMB,N,AA13,220.0,200.0,323.3333871754926,239.0
AA13,220.0,200.0,323.3333871754926,239.0,STEEP-CLIMB,E,AB13,260.0,200.0,324.3333871754926,237.0
AB13,260.0,200.0,324.3333871754926,237.0,GLIDE,N,AB12,240.0,195.0,325.35902820113364,237.0
AB12,240.0,195.0,325.35902820113364,237.0,GLIDE,W,AA12,220.0,190.0,326.411659780081,237.0
AA12,220.0,190.0,326.411659780081,237.0,GLIDE-CRUISE,N,AA11,210.0,185.0,327.4927408611621,236.5
AA11,210.0,185.0,327.4927408611621,236.5,GLIDE-CRUISE,E,AB11,200.0,180.0,328.60385197227316,236.0
AB11,200.0,180.0,328.60385197227316,236.0,CLIMB,NW,AA10,220.0,200.0,330.0188519722732,234.0
